carrier,departure_time,stops,source,destination,itinerary_type,travel_date,days_before_travel,price
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,24/5/20,40,"1,000"
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,24/5/20,40,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,25/5/20,41,184
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,25/5/20,41,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,25/5/20,41,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,25/5/20,41,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,26/5/20,42,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,26/5/20,42,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,27/5/20,43,184
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,27/5/20,43,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,27/5/20,43,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,27/5/20,43,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,28/5/20,44,184
Silkair,9:05,Non-stop,SIN,BLR,one-way,28/5/20,44,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,28/5/20,44,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,29/5/20,45,184
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,29/5/20,45,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,29/5/20,45,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,29/5/20,45,"1,000"
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,29/5/20,45,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,30/5/20,46,184
Silkair,9:05,Non-stop,SIN,BLR,one-way,30/5/20,46,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,30/5/20,46,"1,000"
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,30/5/20,46,"1,000"
IndiGo,2:45,Non-stop,SIN,BLR,one-way,31/5/20,47,184
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,31/5/20,47,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,31/5/20,47,"1,000"
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,31/5/20,47,"1,000"
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,31/5/20,47,"1,000"
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,1/6/20,48,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,1/6/20,48,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,1/6/20,48,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,1/6/20,48,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,2/6/20,49,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,2/6/20,49,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,3/6/20,50,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,3/6/20,50,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,3/6/20,50,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,3/6/20,50,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,4/6/20,51,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,4/6/20,51,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,4/6/20,51,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,5/6/20,52,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,5/6/20,52,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,5/6/20,52,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,5/6/20,52,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,5/6/20,52,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,6/6/20,53,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,6/6/20,53,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,6/6/20,53,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,6/6/20,53,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,7/6/20,54,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,7/6/20,54,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,7/6/20,54,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,7/6/20,54,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,7/6/20,54,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,8/6/20,55,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,8/6/20,55,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,8/6/20,55,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,8/6/20,55,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,9/6/20,56,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,9/6/20,56,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,10/6/20,57,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,10/6/20,57,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,10/6/20,57,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,10/6/20,57,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,11/6/20,58,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,11/6/20,58,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,11/6/20,58,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,12/6/20,59,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,12/6/20,59,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,12/6/20,59,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,12/6/20,59,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,12/6/20,59,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,13/6/20,60,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,13/6/20,60,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,13/6/20,60,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,13/6/20,60,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,14/6/20,61,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,14/6/20,61,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,14/6/20,61,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,14/6/20,61,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,14/6/20,61,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,15/6/20,62,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,15/6/20,62,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,15/6/20,62,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,15/6/20,62,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,16/6/20,63,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,16/6/20,63,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,17/6/20,64,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,17/6/20,64,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,17/6/20,64,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,17/6/20,64,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,18/6/20,65,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,18/6/20,65,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,18/6/20,65,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,19/6/20,66,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,19/6/20,66,249
Silkair,9:05,Non-stop,SIN,BLR,one-way,19/6/20,66,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,19/6/20,66,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,19/6/20,66,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,20/6/20,67,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,20/6/20,67,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,20/6/20,67,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,20/6/20,67,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,21/6/20,68,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,21/6/20,68,249
Silkair,9:05,Non-stop,SIN,BLR,one-way,21/6/20,68,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,21/6/20,68,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,21/6/20,68,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,22/6/20,69,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,22/6/20,69,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,22/6/20,69,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,22/6/20,69,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,23/6/20,70,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,23/6/20,70,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,24/6/20,71,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,24/6/20,71,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,24/6/20,71,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,24/6/20,71,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,25/6/20,72,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,25/6/20,72,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,25/6/20,72,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,26/6/20,73,203
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,26/6/20,73,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,26/6/20,73,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,26/6/20,73,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,26/6/20,73,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,27/6/20,74,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,27/6/20,74,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,27/6/20,74,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,27/6/20,74,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,28/6/20,75,203
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,28/6/20,75,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,28/6/20,75,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,28/6/20,75,562
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,28/6/20,75,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,29/6/20,76,229
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,29/6/20,76,240
Silkair,9:05,Non-stop,SIN,BLR,one-way,29/6/20,76,562
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,29/6/20,76,562
IndiGo,2:45,Non-stop,SIN,BLR,one-way,30/6/20,77,184
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,30/6/20,77,562
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,1/7/20,78,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,1/7/20,78,249
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,1/7/20,78,290
Silkair,9:05,Non-stop,SIN,BLR,one-way,1/7/20,78,330
IndiGo,2:45,Non-stop,SIN,BLR,one-way,2/7/20,79,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,2/7/20,79,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,2/7/20,79,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,3/7/20,80,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,3/7/20,80,249
Silkair,9:05,Non-stop,SIN,BLR,one-way,3/7/20,80,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,3/7/20,80,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,3/7/20,80,290
IndiGo,2:45,Non-stop,SIN,BLR,one-way,4/7/20,81,272
Silkair,9:05,Non-stop,SIN,BLR,one-way,4/7/20,81,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,4/7/20,81,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,4/7/20,81,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,5/7/20,82,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,5/7/20,82,249
Silkair,9:05,Non-stop,SIN,BLR,one-way,5/7/20,82,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,5/7/20,82,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,5/7/20,82,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,6/7/20,83,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,6/7/20,83,249
Silkair,9:05,Non-stop,SIN,BLR,one-way,6/7/20,83,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,6/7/20,83,400
IndiGo,2:45,Non-stop,SIN,BLR,one-way,7/7/20,84,191
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,7/7/20,84,330
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,8/7/20,85,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,8/7/20,85,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,8/7/20,85,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,8/7/20,85,290
IndiGo,2:45,Non-stop,SIN,BLR,one-way,9/7/20,86,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,9/7/20,86,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,9/7/20,86,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,10/7/20,87,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,10/7/20,87,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,10/7/20,87,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,10/7/20,87,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,10/7/20,87,290
IndiGo,2:45,Non-stop,SIN,BLR,one-way,11/7/20,88,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,11/7/20,88,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,11/7/20,88,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,11/7/20,88,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,12/7/20,89,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,12/7/20,89,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,12/7/20,89,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,12/7/20,89,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,12/7/20,89,330
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,13/7/20,90,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,13/7/20,90,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,13/7/20,90,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,13/7/20,90,330
IndiGo,2:45,Non-stop,SIN,BLR,one-way,14/7/20,91,191
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,14/7/20,91,330
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,15/7/20,92,229
IndiGo,2:45,Non-stop,SIN,BLR,one-way,15/7/20,92,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,15/7/20,92,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,15/7/20,92,290
Silkair,9:05,Non-stop,SIN,BLR,one-way,16/7/20,93,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,16/7/20,93,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,17/7/20,94,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,17/7/20,94,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,17/7/20,94,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,17/7/20,94,290
Silkair,9:05,Non-stop,SIN,BLR,one-way,18/7/20,95,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,18/7/20,95,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,18/7/20,95,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,19/7/20,96,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,19/7/20,96,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,19/7/20,96,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,19/7/20,96,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,20/7/20,97,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,20/7/20,97,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,20/7/20,97,330
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,21/7/20,98,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,22/7/20,99,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,22/7/20,99,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,22/7/20,99,290
Silkair,9:05,Non-stop,SIN,BLR,one-way,23/7/20,100,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,23/7/20,100,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,24/7/20,101,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,24/7/20,101,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,24/7/20,101,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,24/7/20,101,290
Silkair,9:05,Non-stop,SIN,BLR,one-way,25/7/20,102,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,25/7/20,102,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,25/7/20,102,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,26/7/20,103,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,26/7/20,103,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,26/7/20,103,290
Singapore Airlines,22:20,Non-stop,SIN,BLR,one-way,26/7/20,103,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,27/7/20,104,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,27/7/20,104,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,27/7/20,104,330
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,28/7/20,105,290
Air-India Express,10:45,Non-stop,SIN,BLR,one-way,29/7/20,106,229
Silkair,9:05,Non-stop,SIN,BLR,one-way,29/7/20,106,290
Singapore Airlines,20:05,Non-stop,SIN,BLR,one-way,29/7/20,106,290
